site,RecordingDate,Primary,Secondary,Detection
008_5579_FY19,3/27/2019,1,3,0
008_5579_FY19,3/28/2019,2,1,0
008_5579_FY19,3/28/2019,2,2,0
008_5579_FY19,3/28/2019,2,3,0
008_5579_FY19,3/29/2019,3,1,1
008_5579_FY19,3/29/2019,3,2,0
008_5579_FY19,3/29/2019,3,3,0
008_5579_FY19,3/30/2019,4,1,1
008_5579_FY19,3/30/2019,4,2,0
008_5579_FY19,3/30/2019,4,3,0
008_5579_FY19,3/31/2019,5,1,0
008_5579_FY19,3/31/2019,5,2,0
008_5579_FY19,3/31/2019,5,3,0
008_5579_FY19,4/1/2019,6,1,0
008_5579_FY19,4/1/2019,6,2,0
008_5579_FY19,4/1/2019,6,3,0
008_5579_FY19,4/2/2019,7,1,0
008_5579_FY19,4/2/2019,7,2,0
008_5579_FY19,4/2/2019,7,3,0
008_5579_FY19,4/3/2019,8,1,0
008_5579_FY19,4/3/2019,8,2,0
008_5579_FY19,4/3/2019,8,3,0
008_5579_FY19,4/4/2019,9,1,0
008_5579_FY19,4/4/2019,9,2,0
008_5579_FY19,4/4/2019,9,3,0
008_5584_FY19,7/23/2019,1,1,0
008_5584_FY19,7/23/2019,1,2,0
008_5584_FY19,7/23/2019,1,3,0
008_5584_FY19,7/24/2019,2,1,0
008_5584_FY19,7/24/2019,2,2,0
008_5584_FY19,7/24/2019,2,3,0
008_5584_FY19,7/25/2019,3,1,0
008_5584_FY19,7/25/2019,3,2,0
008_5584_FY19,7/25/2019,3,3,0
008_5584_FY19,7/26/2019,4,1,0
008_5584_FY19,7/26/2019,4,2,0
008_5584_FY19,7/26/2019,4,3,0
008_5584_FY19,7/27/2019,5,1,0
008_5584_FY19,7/27/2019,5,2,0
008_5584_FY19,7/27/2019,5,3,0
008_5584_FY19,7/28/2019,6,1,0
008_5584_FY19,7/28/2019,6,2,0
008_5584_FY19,7/28/2019,6,3,1
008_5584_FY19,7/29/2019,7,1,0
008_5584_FY19,7/29/2019,7,2,0
008_5584_FY19,7/29/2019,7,3,0
008_5584_FY19,7/30/2019,8,1,0
008_5584_FY19,7/30/2019,8,2,0
008_5584_FY19,7/30/2019,8,3,0
008_5592_FY19,6/24/2019,1,1,0
008_5592_FY19,6/24/2019,1,2,0
008_5592_FY19,6/24/2019,1,3,0
008_5592_FY19,6/25/2019,2,1,0
008_5592_FY19,6/25/2019,2,2,0
008_5592_FY19,6/25/2019,2,3,0
008_5592_FY19,6/26/2019,3,1,0
008_5592_FY19,6/26/2019,3,2,0
008_5592_FY19,6/26/2019,3,3,0
008_5592_FY19,6/27/2019,4,1,0
008_5592_FY19,6/27/2019,4,2,0
008_5592_FY19,6/27/2019,4,3,0
008_5592_FY19,6/28/2019,5,1,0
008_5592_FY19,6/28/2019,5,2,0
008_5592_FY19,6/28/2019,5,3,0
008_5597_FY19,8/12/2019,1,1,0
008_5597_FY19,8/12/2019,1,2,0
008_5597_FY19,8/12/2019,1,3,0
008_5597_FY19,8/13/2019,2,1,0
008_5597_FY19,8/13/2019,2,2,0
008_5597_FY19,8/13/2019,2,3,0
008_5597_FY19,8/14/2019,3,1,0
008_5597_FY19,8/14/2019,3,2,0
008_5597_FY19,8/14/2019,3,3,0
008_5597_FY19,8/15/2019,4,1,0
008_5597_FY19,8/15/2019,4,2,0
008_5597_FY19,8/15/2019,4,3,0
008_5597_FY19,8/16/2019,5,1,0
008_5597_FY19,8/16/2019,5,2,0
008_5597_FY19,8/16/2019,5,3,0
008_5696_FY19,6/26/2019,1,1,0
008_5696_FY19,6/26/2019,1,2,0
008_5696_FY19,6/26/2019,1,3,0
008_5696_FY19,6/27/2019,2,1,0
008_5696_FY19,6/27/2019,2,2,0
008_5696_FY19,6/27/2019,2,3,0
008_5696_FY19,6/28/2019,3,1,0
008_5696_FY19,6/28/2019,3,2,0
008_5696_FY19,6/28/2019,3,3,0
008_5696_FY19,6/29/2019,4,1,0
008_5696_FY19,6/29/2019,4,2,0
008_5696_FY19,6/29/2019,4,3,0
008_5696_FY19,6/30/2019,5,1,0
008_5696_FY19,6/30/2019,5,2,0
008_5696_FY19,6/30/2019,5,3,0
008_5696_FY19,7/1/2019,6,1,0
008_5696_FY19,7/1/2019,6,2,0
008_5696_FY19,7/1/2019,6,3,0
008_5697_FY19,2/8/2019,1,1,0
008_5697_FY19,2/8/2019,1,2,0
008_5697_FY19,2/8/2019,1,3,0
008_5697_FY19,2/9/2019,2,1,0
008_5697_FY19,2/9/2019,2,2,0
008_5697_FY19,2/9/2019,2,3,0
008_5697_FY19,2/10/2019,3,1,0
008_5697_FY19,2/10/2019,3,2,0
008_5697_FY19,2/10/2019,3,3,0
008_5697_FY19,2/11/2019,4,1,0
008_5697_FY19,2/11/2019,4,2,0
008_5697_FY19,2/11/2019,4,3,0
008_5697_FY19,2/12/2019,5,1,0
008_5697_FY19,2/12/2019,5,2,0
008_5697_FY19,2/12/2019,5,3,0
008_5697_FY19,2/13/2019,6,1,0
008_5697_FY19,2/13/2019,6,2,0
008_5697_FY19,2/13/2019,6,3,0
008_5697_FY19,2/14/2019,7,1,0
008_5697_FY19,2/14/2019,7,2,0
008_5697_FY19,2/14/2019,7,3,0
008_5697_FY19,2/15/2019,8,1,0
008_5697_FY19,2/15/2019,8,2,0
008_5697_FY19,2/15/2019,8,3,0
008_5697_FY19,2/16/2019,9,1,0
008_5697_FY19,2/16/2019,9,2,0
008_5697_FY19,2/16/2019,9,3,0
008_5697_FY19,2/17/2019,10,1,0
008_5697_FY19,2/17/2019,10,2,0
008_5697_FY19,2/17/2019,10,3,0
008_5697_FY19,2/18/2019,11,1,0
008_5697_FY19,2/18/2019,11,2,0
008_5697_FY19,2/18/2019,11,3,0
008_5697_FY19,2/19/2019,12,1,0
008_5697_FY19,2/19/2019,12,2,0
008_5697_FY19,2/19/2019,12,3,0
008_5697_FY19,2/20/2019,13,1,0
008_5697_FY19,2/20/2019,13,2,0
008_5697_FY19,2/20/2019,13,3,0
008_5697_FY19,2/21/2019,14,1,0
008_5697_FY19,2/21/2019,14,2,0
008_5697_FY19,2/21/2019,14,3,0
008_5796_FY19,8/9/2019,1,1,0
008_5796_FY19,8/9/2019,1,2,0
008_5796_FY19,8/9/2019,1,3,0
008_5796_FY19,8/10/2019,2,1,0
008_5796_FY19,8/10/2019,2,2,0
008_5796_FY19,8/10/2019,2,3,0
008_5796_FY19,8/11/2019,3,1,0
008_5796_FY19,8/11/2019,3,2,0
008_5796_FY19,8/11/2019,3,3,0
008_5796_FY19,8/12/2019,4,1,0
008_5796_FY19,8/12/2019,4,2,0
008_5796_FY19,8/12/2019,4,3,0
008_5796_FY19,8/13/2019,5,1,0
008_5796_FY19,8/13/2019,5,2,0
008_5796_FY19,8/13/2019,5,3,0
008_5892_FY19,7/23/2019,1,1,0
008_5892_FY19,7/23/2019,1,2,0
008_5892_FY19,7/23/2019,1,3,0
008_5892_FY19,7/24/2019,2,1,0
008_5892_FY19,7/24/2019,2,2,0
008_5892_FY19,7/24/2019,2,3,0
008_5892_FY19,7/25/2019,3,1,0
008_5892_FY19,7/25/2019,3,2,0
008_5892_FY19,7/25/2019,3,3,0
008_5892_FY19,7/26/2019,4,1,0
008_5892_FY19,7/26/2019,4,2,0
008_5892_FY19,7/26/2019,4,3,0
008_5892_FY19,7/27/2019,5,1,0
008_5892_FY19,7/27/2019,5,2,0
008_5892_FY19,7/27/2019,5,3,0
008_5892_FY19,7/28/2019,6,1,0
008_5892_FY19,7/28/2019,6,2,0
008_5892_FY19,7/28/2019,6,3,0
008_5892_FY19,7/29/2019,7,1,0
008_5892_FY19,7/29/2019,7,2,0
008_5892_FY19,7/29/2019,7,3,0
008_5892_FY19,7/30/2019,8,1,0
008_5892_FY19,7/30/2019,8,2,0
008_5892_FY19,7/30/2019,8,3,0
009_2674_FY19,7/19/2019,1,1,0
009_2674_FY19,7/19/2019,1,2,0
009_2674_FY19,7/19/2019,1,3,0
009_2674_FY19,7/20/2019,2,1,0
009_2674_FY19,7/20/2019,2,2,0
009_2674_FY19,7/20/2019,2,3,0
009_2674_FY19,7/21/2019,3,1,0
009_2674_FY19,7/21/2019,3,2,0
009_2674_FY19,7/21/2019,3,3,0
009_2674_FY19,7/22/2019,4,1,0
009_2674_FY19,7/22/2019,4,2,0
009_2674_FY19,7/22/2019,4,3,0
009_2674_FY19,7/23/2019,5,1,0
009_2674_FY19,7/23/2019,5,2,0
009_2674_FY19,7/23/2019,5,3,0
009_2674_FY19,7/24/2019,6,1,0
009_2674_FY19,7/24/2019,6,2,0
009_2674_FY19,7/24/2019,6,3,0
009_2674_FY19,7/25/2019,7,1,0
009_2674_FY19,7/25/2019,7,2,0
009_2674_FY19,7/25/2019,7,3,0
009_2674_FY19,7/26/2019,8,1,0
009_2674_FY19,7/26/2019,8,2,0
009_2674_FY19,7/26/2019,8,3,0
009_2674_FY19,7/27/2019,9,1,0
009_2674_FY19,7/27/2019,9,2,0
009_2674_FY19,7/27/2019,9,3,0
009_2674_FY19,7/28/2019,10,1,0
009_2674_FY19,7/28/2019,10,2,0
009_2674_FY19,7/28/2019,10,3,0
009_2674_FY19,7/29/2019,11,1,0
009_2674_FY19,7/29/2019,11,2,0
009_2674_FY19,7/29/2019,11,3,0
009_2674_FY19,7/30/2019,12,1,1
009_2674_FY19,7/30/2019,12,2,1
009_2674_FY19,7/30/2019,12,3,0
009_2674_FY19,7/31/2019,13,1,0
009_2674_FY19,7/31/2019,13,2,0
009_2674_FY19,7/31/2019,13,3,0
009_3093_FY19,8/12/2019,1,1,0
009_3093_FY19,8/12/2019,1,2,0
009_3093_FY19,8/12/2019,1,3,0
009_3093_FY19,8/13/2019,2,1,0
009_3093_FY19,8/13/2019,2,2,0
009_3093_FY19,8/13/2019,2,3,0
009_3093_FY19,8/14/2019,3,1,0
009_3093_FY19,8/14/2019,3,2,0
009_3093_FY19,8/14/2019,3,3,0
009_3093_FY19,8/15/2019,4,1,0
009_3093_FY19,8/15/2019,4,2,0
009_3093_FY19,8/15/2019,4,3,0
009_3093_FY19,8/16/2019,5,1,0
009_3093_FY19,8/16/2019,5,2,0
009_3093_FY19,8/16/2019,5,3,0
009_3191_FY19,11/30/2018,1,1,0
009_3191_FY19,11/30/2018,1,2,0
009_3191_FY19,11/30/2018,1,3,0
009_3191_FY19,12/1/2018,2,1,0
009_3191_FY19,12/1/2018,2,2,0
009_3191_FY19,12/1/2018,2,3,0
009_3191_FY19,12/2/2018,3,1,0
009_3191_FY19,12/2/2018,3,2,0
009_3191_FY19,12/2/2018,3,3,0
009_3191_FY19,12/3/2018,4,1,0
009_3191_FY19,12/3/2018,4,2,0
009_3191_FY19,12/3/2018,4,3,0
009_3191_FY19,12/4/2018,5,1,0
009_3191_FY19,12/4/2018,5,2,0
009_3191_FY19,12/4/2018,5,3,0
009_3191_FY19,12/5/2018,6,1,0
009_3191_FY19,12/5/2018,6,2,0
009_3191_FY19,12/5/2018,6,3,0
009_3191_FY19,12/6/2018,7,1,0
009_3191_FY19,12/6/2018,7,2,0
009_3191_FY19,12/6/2018,7,3,0
009_3191_FY19,12/7/2018,8,1,0
009_3191_FY19,12/7/2018,8,2,0
009_3191_FY19,12/7/2018,8,3,0
009_3191_FY19,12/8/2018,9,1,0
009_3191_FY19,12/8/2018,9,2,0
009_3191_FY19,12/8/2018,9,3,0
009_3191_FY19,12/9/2018,10,1,0
009_3191_FY19,12/9/2018,10,2,0
009_3191_FY19,12/9/2018,10,3,0
009_3191_FY19,12/10/2018,11,1,0
009_3191_FY19,12/10/2018,11,2,0
009_3191_FY19,12/10/2018,11,3,0
009_3192_FY19,8/16/2019,1,1,0
009_3192_FY19,8/16/2019,1,2,0
009_3192_FY19,8/16/2019,1,3,0
009_3192_FY19,8/17/2019,2,1,0
009_3192_FY19,8/17/2019,2,2,0
009_3192_FY19,8/17/2019,2,3,0
009_3192_FY19,8/18/2019,3,1,0
009_3192_FY19,8/18/2019,3,2,0
009_3192_FY19,8/18/2019,3,3,0
009_3192_FY19,8/19/2019,4,1,0
009_3192_FY19,8/19/2019,4,2,0
009_3192_FY19,8/19/2019,4,3,0
009_3192_FY19,8/20/2019,5,1,0
009_3192_FY19,8/20/2019,5,2,0
009_3192_FY19,8/20/2019,5,3,0
009_3192_FY19,8/21/2019,6,1,0
009_3192_FY19,8/21/2019,6,2,0
009_3192_FY19,8/21/2019,6,3,0
009_3192_FY19,8/22/2019,7,1,0
009_3192_FY19,8/22/2019,7,2,0
009_3192_FY19,8/22/2019,7,3,0
009_3197_FY19,4/26/2019,1,1,0
009_3197_FY19,4/26/2019,1,2,0
009_3197_FY19,4/26/2019,1,3,0
009_3197_FY19,4/27/2019,2,1,0
009_3197_FY19,4/27/2019,2,2,0
009_3197_FY19,4/27/2019,2,3,0
009_3197_FY19,4/28/2019,3,1,0
009_3197_FY19,4/28/2019,3,2,0
009_3197_FY19,4/28/2019,3,3,0
009_3197_FY19,4/29/2019,4,1,0
009_3197_FY19,4/29/2019,4,2,0
009_3197_FY19,4/29/2019,4,3,0
009_3197_FY19,4/30/2019,5,1,0
009_3197_FY19,4/30/2019,5,2,0
009_3197_FY19,4/30/2019,5,3,0
010_1657_FY19,10/16/2019,1,1,0
010_1657_FY19,10/16/2019,1,2,0
010_1657_FY19,10/16/2019,1,3,0
010_1657_FY19,10/17/2019,2,1,0
010_1657_FY19,10/17/2019,2,2,0
010_1657_FY19,10/17/2019,2,3,0
010_1657_FY19,10/18/2019,3,1,0
010_1657_FY19,10/18/2019,3,2,0
010_1657_FY19,10/18/2019,3,3,0
010_1657_FY19,10/19/2019,4,1,0
010_1657_FY19,10/19/2019,4,2,0
010_1657_FY19,10/19/2019,4,3,0
010_1657_FY19,10/20/2019,5,1,0
010_1657_FY19,10/20/2019,5,2,0
010_1657_FY19,10/20/2019,5,3,0
010_1657_FY19,10/21/2019,6,1,0
010_1657_FY19,10/21/2019,6,2,0
010_1657_FY19,10/21/2019,6,3,0
010_1657_FY19,10/22/2019,7,1,0
010_1657_FY19,10/22/2019,7,2,0
010_1657_FY19,10/22/2019,7,3,0
010_1657_FY19,10/23/2019,8,1,0
010_1657_FY19,10/23/2019,8,2,0
010_1657_FY19,10/23/2019,8,3,0
010_1762_FY19,8/2/2019,1,1,0
010_1762_FY19,8/2/2019,1,2,0
010_1762_FY19,8/2/2019,1,3,0
010_1762_FY19,8/3/2019,2,1,0
010_1762_FY19,8/3/2019,2,2,0
010_1762_FY19,8/3/2019,2,3,0
010_1762_FY19,8/4/2019,3,1,0
010_1762_FY19,8/4/2019,3,2,1
010_1762_FY19,8/4/2019,3,3,1
010_1762_FY19,8/5/2019,4,1,0
010_1762_FY19,8/5/2019,4,2,1
010_1762_FY19,8/5/2019,4,3,1
010_1762_FY19,8/6/2019,5,1,0
010_1762_FY19,8/6/2019,5,2,0
010_1762_FY19,8/6/2019,5,3,0
010_1866_FY19,4/25/2019,1,1,0
010_1866_FY19,4/25/2019,1,2,1
010_1866_FY19,4/25/2019,1,3,0
010_1866_FY19,4/26/2019,2,1,0
010_1866_FY19,4/26/2019,2,2,0
010_1866_FY19,4/26/2019,2,3,0
010_1866_FY19,4/27/2019,3,1,0
010_1866_FY19,4/27/2019,3,2,0
010_1866_FY19,4/27/2019,3,3,0
010_1866_FY19,4/28/2019,4,1,0
010_1866_FY19,4/28/2019,4,2,0
010_1866_FY19,4/28/2019,4,3,0
010_1866_FY19,4/29/2019,5,1,0
010_1866_FY19,4/29/2019,5,2,0
010_1866_FY19,4/29/2019,5,3,0
010_1867_FY19,8/6/2019,1,1,0
010_1867_FY19,8/6/2019,1,2,0
010_1867_FY19,8/6/2019,1,3,0
010_1867_FY19,8/7/2019,2,1,0
010_1867_FY19,8/7/2019,2,2,0
010_1867_FY19,8/7/2019,2,3,0
010_1867_FY19,8/8/2019,3,1,0
010_1867_FY19,8/8/2019,3,2,0
010_1867_FY19,8/8/2019,3,3,0
010_1867_FY19,8/9/2019,4,1,0
010_1867_FY19,8/9/2019,4,2,0
010_1867_FY19,8/9/2019,4,3,0
010_1867_FY19,8/10/2019,5,1,0
010_1867_FY19,8/10/2019,5,2,0
010_1867_FY19,8/10/2019,5,3,0
010_1867_FY19,8/11/2019,6,1,0
010_1867_FY19,8/11/2019,6,2,0
010_1867_FY19,8/11/2019,6,3,0
010_1867_FY19,8/12/2019,7,1,0
010_1867_FY19,8/12/2019,7,2,0
010_1867_FY19,8/12/2019,7,3,0
010_1970_FY19,5/26/2019,1,1,0
010_1970_FY19,5/26/2019,1,2,0
010_1970_FY19,5/26/2019,1,3,0
010_1970_FY19,5/27/2019,2,1,0
010_1970_FY19,5/27/2019,2,2,0
010_1970_FY19,5/27/2019,2,3,0
010_1970_FY19,5/28/2019,3,1,0
010_1970_FY19,5/28/2019,3,2,0
010_1970_FY19,5/28/2019,3,3,0
010_1970_FY19,5/29/2019,4,1,0
010_1970_FY19,5/29/2019,4,2,0
010_1970_FY19,5/29/2019,4,3,0
010_1970_FY19,5/30/2019,5,1,0
010_1970_FY19,5/30/2019,5,2,0
010_1970_FY19,5/30/2019,5,3,0
010_1970_FY19,5/31/2019,6,1,0
010_1970_FY19,5/31/2019,6,2,0
010_1970_FY19,5/31/2019,6,3,0
010_2803_FY19,2/8/2019,1,1,0
010_2803_FY19,2/8/2019,1,2,0
010_2803_FY19,2/8/2019,1,3,0
010_2803_FY19,2/9/2019,2,1,0
010_2803_FY19,2/9/2019,2,2,0
010_2803_FY19,2/9/2019,2,3,0
010_2803_FY19,2/10/2019,3,1,0
010_2803_FY19,2/10/2019,3,2,0
010_2803_FY19,2/10/2019,3,3,0
010_2803_FY19,2/11/2019,4,1,0
010_2803_FY19,2/11/2019,4,2,0
010_2803_FY19,2/11/2019,4,3,0
010_2803_FY19,2/12/2019,5,1,0
010_2803_FY19,2/12/2019,5,2,0
010_2803_FY19,2/12/2019,5,3,0
010_2803_FY19,2/13/2019,6,1,0
010_2803_FY19,2/13/2019,6,2,0
010_2803_FY19,2/13/2019,6,3,0
010_2803_FY19,2/14/2019,7,1,0
010_2803_FY19,2/14/2019,7,2,0
010_2803_FY19,2/14/2019,7,3,0
010_2803_FY19,2/15/2019,8,1,0
010_2803_FY19,2/15/2019,8,2,0
010_2803_FY19,2/15/2019,8,3,0
010_2803_FY19,2/16/2019,9,1,0
010_2803_FY19,2/16/2019,9,2,0
010_2803_FY19,2/16/2019,9,3,0
010_2803_FY19,2/17/2019,10,1,0
010_2803_FY19,2/17/2019,10,2,0
010_2803_FY19,2/17/2019,10,3,0
010_2803_FY19,2/18/2019,11,1,0
010_2803_FY19,2/18/2019,11,2,0
010_2803_FY19,2/18/2019,11,3,0
010_2803_FY19,2/19/2019,12,1,0
010_2803_FY19,2/19/2019,12,2,0
010_2803_FY19,2/19/2019,12,3,0
010_2803_FY19,2/20/2019,13,1,0
010_2803_FY19,2/20/2019,13,2,0
010_2803_FY19,2/20/2019,13,3,0
010_2803_FY19,2/21/2019,14,1,0
010_2803_FY19,2/21/2019,14,2,0
010_2803_FY19,2/21/2019,14,3,0
010_2909_FY19,7/15/2019,1,1,0
010_2909_FY19,7/15/2019,1,2,0
010_2909_FY19,7/15/2019,1,3,0
010_2909_FY19,7/16/2019,2,1,0
010_2909_FY19,7/16/2019,2,2,0
010_2909_FY19,7/16/2019,2,3,0
010_2909_FY19,7/17/2019,3,1,0
010_2909_FY19,7/17/2019,3,2,0
010_2909_FY19,7/17/2019,3,3,0
010_2909_FY19,7/18/2019,4,1,0
010_2909_FY19,7/18/2019,4,2,0
010_2909_FY19,7/18/2019,4,3,0
010_2909_FY19,7/19/2019,5,1,0
010_2909_FY19,7/19/2019,5,2,0
010_2909_FY19,7/19/2019,5,3,0
010_3014_FY19,9/23/2019,1,1,0
010_3014_FY19,9/23/2019,1,2,0
010_3014_FY19,9/23/2019,1,3,0
010_3014_FY19,9/24/2019,2,1,0
010_3014_FY19,9/24/2019,2,2,0
010_3014_FY19,9/24/2019,2,3,0
010_3014_FY19,9/25/2019,3,1,0
010_3014_FY19,9/25/2019,3,2,0
010_3014_FY19,9/25/2019,3,3,0
010_3014_FY19,9/26/2019,4,1,0
010_3014_FY19,9/26/2019,4,2,0
010_3014_FY19,9/26/2019,4,3,0
010_3014_FY19,9/27/2019,5,1,0
010_3014_FY19,9/27/2019,5,2,0
010_3014_FY19,9/27/2019,5,3,0
010_3112_FY19,8/26/2019,1,1,0
010_3112_FY19,8/26/2019,1,2,0
010_3112_FY19,8/26/2019,1,3,0
010_3112_FY19,8/27/2019,2,1,0
010_3112_FY19,8/27/2019,2,2,0
010_3112_FY19,8/27/2019,2,3,0
010_3112_FY19,8/28/2019,3,1,0
010_3112_FY19,8/28/2019,3,2,0
010_3112_FY19,8/28/2019,3,3,0
010_3112_FY19,8/29/2019,4,1,0
010_3112_FY19,8/29/2019,4,2,0
010_3112_FY19,8/29/2019,4,3,0
010_3112_FY19,8/30/2019,5,1,0
010_3112_FY19,8/30/2019,5,2,0
010_3112_FY19,8/30/2019,5,3,0
010_3119_FY19,7/3/2019,1,1,0
010_3119_FY19,7/3/2019,1,2,0
010_3119_FY19,7/3/2019,1,3,0
010_3119_FY19,7/4/2019,2,1,0
010_3119_FY19,7/4/2019,2,2,0
010_3119_FY19,7/4/2019,2,3,0
010_3119_FY19,7/5/2019,3,1,0
010_3119_FY19,7/5/2019,3,2,0
010_3119_FY19,7/5/2019,3,3,0
010_3119_FY19,7/6/2019,4,1,0
010_3119_FY19,7/6/2019,4,2,0
010_3119_FY19,7/6/2019,4,3,0
010_3119_FY19,7/7/2019,5,1,0
010_3119_FY19,7/7/2019,5,2,0
010_3119_FY19,7/7/2019,5,3,0
010_3119_FY19,7/8/2019,6,1,0
010_3119_FY19,7/8/2019,6,2,0
010_3119_FY19,7/8/2019,6,3,0
010_3208_FY19,8/6/2019,1,1,0
010_3208_FY19,8/6/2019,1,2,0
010_3208_FY19,8/6/2019,1,3,0
010_3208_FY19,8/7/2019,2,1,0
010_3208_FY19,8/7/2019,2,2,0
010_3208_FY19,8/7/2019,2,3,0
010_3208_FY19,8/8/2019,3,1,0
010_3208_FY19,8/8/2019,3,2,0
010_3208_FY19,8/8/2019,3,3,0
010_3208_FY19,8/9/2019,4,1,0
010_3208_FY19,8/9/2019,4,2,0
010_3208_FY19,8/9/2019,4,3,0
010_3208_FY19,8/10/2019,5,1,0
010_3208_FY19,8/10/2019,5,2,0
010_3208_FY19,8/10/2019,5,3,0
010_3208_FY19,8/11/2019,6,1,0
010_3208_FY19,8/11/2019,6,2,0
010_3208_FY19,8/11/2019,6,3,0
010_3208_FY19,8/12/2019,7,1,0
010_3208_FY19,8/12/2019,7,2,0
010_3208_FY19,8/12/2019,7,3,0
010_3219_FY19,10/21/2019,1,1,0
010_3219_FY19,10/21/2019,1,2,0
010_3219_FY19,10/21/2019,1,3,0
010_3219_FY19,10/22/2019,2,1,0
010_3219_FY19,10/22/2019,2,2,0
010_3219_FY19,10/22/2019,2,3,0
010_3219_FY19,10/23/2019,3,1,0
010_3219_FY19,10/23/2019,3,2,0
010_3219_FY19,10/23/2019,3,3,0
010_3219_FY19,10/24/2019,4,1,0
010_3219_FY19,10/24/2019,4,2,0
010_3219_FY19,10/24/2019,4,3,1
010_3219_FY19,10/25/2019,5,1,0
010_3219_FY19,10/25/2019,5,2,0
010_3219_FY19,10/25/2019,5,3,0
010_3220_FY19,7/3/2019,1,1,0
010_3220_FY19,7/3/2019,1,2,0
010_3220_FY19,7/3/2019,1,3,0
010_3220_FY19,7/4/2019,2,1,0
010_3220_FY19,7/4/2019,2,2,0
010_3220_FY19,7/4/2019,2,3,0
010_3220_FY19,7/5/2019,3,1,0
010_3220_FY19,7/5/2019,3,2,0
010_3220_FY19,7/5/2019,3,3,0
010_3220_FY19,7/6/2019,4,1,0
010_3220_FY19,7/6/2019,4,2,0
010_3220_FY19,7/6/2019,4,3,0
010_3220_FY19,7/7/2019,5,1,0
010_3220_FY19,7/7/2019,5,2,0
010_3220_FY19,7/7/2019,5,3,0
010_3220_FY19,7/8/2019,6,1,0
010_3220_FY19,7/8/2019,6,2,0
010_3220_FY19,7/8/2019,6,3,0
010_3323_FY19,6/4/2019,1,1,0
010_3323_FY19,6/4/2019,1,2,0
010_3323_FY19,6/4/2019,1,3,0
010_3323_FY19,6/5/2019,2,1,0
010_3323_FY19,6/5/2019,2,2,0
010_3323_FY19,6/5/2019,2,3,0
010_3323_FY19,6/6/2019,3,1,0
010_3323_FY19,6/6/2019,3,2,1
010_3323_FY19,6/6/2019,3,3,0
010_3323_FY19,6/7/2019,4,1,1
010_3323_FY19,6/7/2019,4,2,0
010_3323_FY19,6/7/2019,4,3,0
010_3323_FY19,6/8/2019,5,1,0
010_3323_FY19,6/8/2019,5,2,0
010_3323_FY19,6/8/2019,5,3,0
010_3323_FY19,6/9/2019,6,1,0
010_3323_FY19,6/9/2019,6,2,0
010_3323_FY19,6/9/2019,6,3,0
010_3323_FY19,6/10/2019,7,1,0
010_3323_FY19,6/10/2019,7,2,0
010_3323_FY19,6/10/2019,7,3,0
010_3323_FY19,6/11/2019,8,1,0
010_3323_FY19,6/11/2019,8,2,0
010_3323_FY19,6/11/2019,8,3,0
010_3323_FY19,6/12/2019,9,1,0
010_3323_FY19,6/12/2019,9,2,0
010_3323_FY19,6/12/2019,9,3,0
010_3324_FY19,6/12/2019,1,1,0
010_3324_FY19,6/12/2019,1,2,0
010_3324_FY19,6/12/2019,1,3,0
010_3324_FY19,6/13/2019,2,1,0
010_3324_FY19,6/13/2019,2,2,0
010_3324_FY19,6/13/2019,2,3,0
010_3324_FY19,6/14/2019,3,1,0
010_3324_FY19,6/14/2019,3,2,0
010_3324_FY19,6/14/2019,3,3,0
010_3324_FY19,6/15/2019,4,1,0
010_3324_FY19,6/15/2019,4,2,0
010_3324_FY19,6/15/2019,4,3,0
010_3324_FY19,6/16/2019,5,1,0
010_3324_FY19,6/16/2019,5,2,0
010_3324_FY19,6/16/2019,5,3,0
010_3407_FY19,4/1/2019,1,1,0
010_3407_FY19,4/1/2019,1,2,0
010_3407_FY19,4/1/2019,1,3,0
010_3407_FY19,4/2/2019,2,1,0
010_3407_FY19,4/2/2019,2,2,0
010_3407_FY19,4/2/2019,2,3,0
010_3407_FY19,4/3/2019,3,1,0
010_3407_FY19,4/3/2019,3,2,0
010_3407_FY19,4/3/2019,3,3,0
010_3407_FY19,4/4/2019,4,1,0
010_3407_FY19,4/4/2019,4,2,0
010_3407_FY19,4/4/2019,4,3,0
010_3407_FY19,4/5/2019,5,1,0
010_3407_FY19,4/5/2019,5,2,0
010_3407_FY19,4/5/2019,5,3,0
010_3407_FY19,4/6/2019,6,1,0
010_3407_FY19,4/6/2019,6,2,0
010_3407_FY19,4/6/2019,6,3,0
010_3407_FY19,4/7/2019,7,1,0
010_3407_FY19,4/7/2019,7,2,0
010_3407_FY19,4/7/2019,7,3,0
010_3415_FY19,2/8/2019,1,1,0
010_3415_FY19,2/8/2019,1,2,0
010_3415_FY19,2/8/2019,1,3,0
010_3415_FY19,2/9/2019,2,1,0
010_3415_FY19,2/9/2019,2,2,0
010_3415_FY19,2/9/2019,2,3,0
010_3415_FY19,2/10/2019,3,1,0
010_3415_FY19,2/10/2019,3,2,0
010_3415_FY19,2/10/2019,3,3,0
010_3415_FY19,2/11/2019,4,1,0
010_3415_FY19,2/11/2019,4,2,0
010_3415_FY19,2/11/2019,4,3,0
010_3415_FY19,2/12/2019,5,1,0
010_3415_FY19,2/12/2019,5,2,0
010_3415_FY19,2/12/2019,5,3,0
010_3415_FY19,2/13/2019,6,1,0
010_3415_FY19,2/13/2019,6,2,0
010_3415_FY19,2/13/2019,6,3,0
010_3415_FY19,2/14/2019,7,1,0
