Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
006_5569_FY19,22.25269542,22.68353576,22.06258457,19.94715447,21.49694293,,,,,,,,,,,,,,,,,,,,
006_5673_FY19,24.79307229,24.3344351,24.46133094,21.88532934,23.56369617,22.77118138,,,,,,,,,,,,,,,,,,,
006_5882_FY19,16.31841801,16.72376009,17.62081892,18.89141705,23.32825086,,,,,,,,,,,,,,,,,,,,
006_5987_FY19,20.40055762,18.67484472,19.96299751,19.6776808,22.2321875,20.81758448,9.989648683,,,,,,,,,,,,,,,,,,
006_5991_FY19,25.25259644,26.71560651,26.45377219,26.40140325,24.85693215,25.16237113,24.14653903,,,,,,,,,,,,,,,,,,
006_5992_FY19,16.70784884,17.55836237,18.10457706,19.94212963,17.24248555,19.84393064,,,,,,,,,,,,,,,,,,,
006_5993_FY19,23.32275641,24.10773657,24.60376756,24.82356688,,,,,,,,,,,,,,,,,,,,,
006_6091_FY19,12.77435065,10.97756827,15.84289439,18.02447781,17.89528796,17.85058978,,,,,,,,,,,,,,,,,,,
006_6206_FY19,25.31571219,24.66519824,22.87536657,23.12188873,,,,,,,,,,,,,,,,,,,,,
006_6209_FY19,8.854310345,8.796498278,10.32540138,12.93699885,17.6534937,16.85640732,19.35183066,23.14874142,22.75885714,21.31506849,22.64942857,13.98972603,16.3127138,23.06820776,,,,,,,,,,,
006_8083_FY19,25.6084507,25.28270042,23.98246844,24.97230014,23.88321678,25.59414226,25.82062937,27.47739917,27.40429958,27.70463989,,,,,,,,,,,,,,,
006_8087_FY19,26.40366022,26.38758621,28.06877579,25.94539835,,,,,,,,,,,,,,,,,,,,,
006_8091_FY19,23.39920828,25.53584447,23.60515152,24.09140436,24.85024155,24.11686747,,,,,,,,,,,,,,,,,,,
007_3595_FY19,17.55890052,17.21133683,16.62894737,17.27239789,16.24306473,16.67559524,19.18103448,,,,,,,,,,,,,,,,,,
007_3597_FY19,13.26558442,12.05526658,15.67275098,17.81984334,18.56969895,18.62090433,,,,,,,,,,,,,,,,,,,
007_3802_FY19,11.34855164,16.19026549,19.80189873,22.33978426,21.33036849,17.34267516,17.0653699,17.77845269,23.61121795,19.30006418,16.8523166,,,,,,,,,,,,,,
007_3804_FY19,15.38192841,14.62081892,17.20299885,18.81192396,23.27128884,,,,,,,,,,,,,,,,,,,,
007_3805_FY19,10.5890411,16.39880274,18.0436146,19.82639681,21.07753706,,,,,,,,,,,,,,,,,,,,
007_3904_FY19,15.66455274,21.00367647,19.78456376,20.33366935,22.46832884,22.47638327,,,,,,,,,,,,,,,,,,,
007_3910_FY19,24.60026738,26.5694259,25.51498003,24.8224734,24.20623342,25.66291391,25.04914248,24.96179183,24.60019711,24.47145669,,,,,,,,,,,,,,,
007_4010_FY19,12.32871537,17.3454488,20.91550633,23.05361675,21.80050826,18.51305732,18.46428571,19.32257033,24.32307692,19.97496791,17.59105534,,,,,,,,,,,,,,
007_4013_FY19,16.66282895,17.40645586,16.4015852,17.07275132,19.0331565,17.10325365,17.90645806,,,,,,,,,,,,,,,,,,
